tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0075066,The Pink Panther Strikes Again,1976,"Comedy, Crime",103,Quand la panthère rose s'emmêle,7.1,32771,"Charles Dreyfus, who has finally cracked over inspector Clouseau's antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all.",/GGCch9LNAKwp4ZADAcNz1hd1dn.jpg,"US, GB","André Maranne, Colin Blakely, Lesley-Anne Down, Dick Crockett, Herbert Lom, Byron Kane, Peter Sellers, Leonard Rossiter, Burt Kwouk, Howard K. Smith",Blake Edwards,"['Frank Waldman', 'Blake Edwards']","Charles Dreyfus, qui a finalement craqué sur les antiques de l'inspecteur Clouseau, s'échappe d'une institution mentale et lance un plan élaboré pour se débarrasser une fois pour toutes de Clouseau."
tt0075148,Rocky,1976,"Drama, Sport",120,Rocky,8.1,647249,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,US,"Carl Weathers, Bill Baldwin, Burgess Meredith, Jimmy Gambina, Al Silvani, Joe Spinell, Talia Shire, Thayer David, Burt Young, Sylvester Stallone",John G. Avildsen,['Sylvester Stallone'],Un collectionneur non formé pour un requin prêt de Philadelphie se voit offrir une occasion unique de lutter contre le champion mondial de boxe poids lourd.
tt0075213,The Shootist,1976,"Romance, Drama, Western",100,Le dernier des géants,7.6,27731,"Afflicted with a terminal illness John Bernard Brooks, the last of the legendary gunfighters, quietly returns to Carson City for medical attention from his old friend Dr. Hostetler. Aware that his days are numbered, the troubled man seeks solace and peace in a boarding house run by a widow and her son. However, it is not Brooks' fate to die in peace, as he becomes embroiled in one last valiant battle.",/kDkPT4fPQA70eRdWel6G4VGtHSG.jpg,US,"Bill McKinney, Lauren Bacall, Ron Howard, James Stewart, Richard Boone, Hugh OBrian, Sheree North, John Carradine, John Wayne, Harry Morgan",Don Siegel,"['Scott Hale', 'Miles Hood Swarthout', 'Glendon Swarthout']","Affligé d'une maladie terminale John Bernard Brooks, le dernier des légendaires artilleurs, revient tranquillement à Carson City pour recevoir des soins médicaux de son vieil ami le Dr Hostetler. Conscient que ses jours sont comptés, l'homme agité cherche le réconfort et la paix dans un pensionnat dirigé par une veuve et son fils. Cependant, ce n'est pas le destin de Brooks de mourir en paix, alors qu'il s'embrouille dans une dernière bataille vaillante."
tt0075276,Stroszek,1977,"Drama, Comedy",115,La ballade de Bruno,7.7,15680,"Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin.",/wDq9ytRxoVpICRcx1BvagmXhd4t.jpg,DE,"Wilhelm von Homburg, Eva Mattes, Ely Rodriguez, Clayton Szalpinski, Ralph Wade, Clemens Scheitz, Scott McKain, Alfred Edel, Burkhard Driest, Bruno S.",Werner Herzog,['Werner Herzog'],"Bruno Stroszek est libéré de prison et averti pour arrêter de boire. Il a peu de compétences et moins d'attentes : avec un glockenspiel et un accordéon, il gagne sa vie en tant que musicien de rue. Il se lie d'amitié avec Eva, une prostituée sur sa chance et ils rejoignent son voisin, Scheitz, un excentrique âgé, quand il quitte l'Allemagne pour vivre au Wisconsin."
tt0075314,Taxi Driver,1976,"Drama, Crime",114,Taxi Driver,8.2,954841,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,US,"Victor Argo, Garth Avery, Albert Brooks, Jodie Foster, Gino Ardito, Cybill Shepherd, Robert De Niro, Diahnne Abbott, Peter Boyle, Frank Adu",Martin Scorsese,['Paul Schrader'],Un vétéran mentalement instable de la guerre du Vietnam travaille comme chauffeur de taxi de nuit à New York où la décadence perçue et l'éblouissement alimentent son désir d'action violente.
tt0075404,Voskhozhdenie,1977,"Drama, War",111,L'ascension,8.2,10663,"Two Soviet partisans leave their starving band to get supplies from a nearby farm. The Germans have reached the farm first, so the pair must go on a journey deep into occupied territory, a voyage that will also take them deep into their souls.",/nbGyTnH1TREKgZXLxEJNnDVohYC.jpg,SU,"Anatoli Chebotaryov, Sergei Kanishchev, Vladimir Gostyukhin, Boris Plotnikov, Viktoriya Goldentul, Sergey Yakovlev, Mariya Vinogradova, Anatoliy Solonitsyn, Lyudmila Polyakova, Nikolai Sektimenko",Larisa Shepitko,"['Yuri Klepikov', 'Vasiliy Bykov', 'Larisa Shepitko']","Deux partisans soviétiques quittent leur bande affamée pour se procurer des vivres d'une ferme voisine. Les Allemands sont arrivés à la ferme d'abord, donc la paire doit faire un voyage profond dans le territoire occupé, un voyage qui les emmènera aussi profondément dans leur âme."
tt0075462,¿Quién puede matar a un niño?,1976,"Horror, Thriller, Mystery",112,Les Révoltés de l'an 2000,7.2,8295,"A couple of English tourists arrive at the island of Almanzora, off the Spanish Mediterranean coast, where they discover that there are no adults in a small fishing village, only some children who stare at them and smile mysteriously.",/uLHgyZv6IRtMFFuglDFQIW31tos.jpg,ES,"Lewis Fiander, Juan Cazalilla, Luis Ciges, Prunella Ransome, Antonio Iranzo, Marisa Porcel, Antonio Canal, María Luisa Arias, Miguel Narros, Aparicio Rivero",Narciso Ibáñez Serrador,"['Narciso Ibáñez Serrador', 'Juan José Plans']","Quelques touristes anglais arrivent sur l'île d'Almanzora, au large de la côte méditerranéenne espagnole, où ils découvrent qu'il n'y a pas d'adultes dans un petit village de pêcheurs, seuls quelques enfants qui les regardent et sourient mystérieusement."
tt0075467,Az ötödik pecsét,1976,"Drama, War",116,Le cinquième sceau,8.5,6323,"In Budapest in 1944; a watchmaker, a bookseller, and a carpenter are drinking in a bar with the owner when they are joined by a stranger. The watchmaker asks a hypothetical question that will change their lives.",/sXF5QK4pB1Nqklqq1zxQUaNC522.jpg,HU,"Ferenc Bencze, István Dégi, Sándor Horváth, József Vándor, Lajos Öze, László Márkus, Noémi Apor, Gábor Nagy, Zoltán Latinovits, György Bánffy",Zoltán Fábri,"['Ferenc Sánta', 'Zoltán Fábri']","À Budapest en 1944, un horloger, un libraire et un charpentier boivent dans un bar avec le propriétaire lorsqu'ils sont rejoints par un étranger. L'horloger pose une question hypothétique qui changera leur vie."
tt0075612,3 Women,1977,"Thriller, Drama, Mystery",124,Trois femmes,7.7,18105,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",/uL5Yg8MEgHGXymTaJBYXn9g0xsH.jpg,US,"Craig Richard Nelson, Belita Moreno, Maysie Hoy, Janice Rule, Sierra Pecheur, Ruth Nelson, Sissy Spacek, John Cromwell, Robert Fortier, Shelley Duvall",Robert Altman,['Robert Altman'],"Deux collègues, l'un une femme vaine et l'autre une adolescente maladroite, partagent une relation de plus en plus bizarre après être devenus colocataires."
tt0075633,Adéla jeste nevecerela,1978,"Fantasy, Comedy, Crime",102,Adèle n'a pas encore dîné,7.4,2069,"When famous detective Nick Carter visits Prague, he becomes involved in strange case of a missing dog and even stranger carnivorous plant. He becomes convinced that he is standing against his greatest enemy, the Gardener, who supposedly died years ago in a swamp...",/99IvxIByPZBYJ5fw8AbCR4kYU5K.jpg,XC,"Martin Ruzek, Olga Schoberová, Rudolf Hrusínský, Kveta Fialová, Nada Konvalinková, Milos Kopecký, Ladislav Pesek, Michal Docolomanský, Zdenek Díte, Václav Lohniský",Oldrich Lipský,"['Oldrich Lipský', 'Jirí Brdecka']","Quand le célèbre détective Nick Carter visite Prague, il s'implique dans un étrange cas d'un chien disparu et même d'une plante carnivore étrangère. Il devient convaincu qu'il se tient contre son plus grand ennemi, le jardinier, qui est mort il y a des années dans un marais..."
tt0075675,Der amerikanische Freund,1977,"Mystery, Drama, Crime",128,L'ami américain,7.4,19476,"Tom Ripley, an American who deals in forged art, is slighted at an auction in Hamburg by picture framer Jonathan Zimmerman. When Ripley is asked by gangster Raoul Minot to kill a rival, he suggests Zimmerman, and the two, exploiting Zimmerman's terminal illness, coerce him into being a hitman.",/jHVe5EHDFj9ac2F2aU86sWTGKnn.jpg,"DE, FR","Daniel Schmid, Dennis Hopper, Jean Eustache, Lisa Kreuzer, Peter Lilienthal, Bruno Ganz, Sandy Whitelaw, Gérard Blain, Samuel Fuller, Nicholas Ray",Wim Wenders,"['Wim Wenders', 'Patricia Highsmith']","Tom Ripley, un Américain qui s'occupe de l'art faux, se fait arnaquer lors d'une vente aux enchères à Hambourg par Jonathan Zimmerman. Quand Ripley est invité par le gangster Raoul Minot à tuer un rival, il suggère Zimmerman, et les deux, exploitant la maladie terminale de Zimmerman, l'obligent à devenir un tueur à gages."
tt0075686,Annie Hall,1977,"Romance, Comedy",93,Annie Hall,8.0,281716,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,US,"Donald Symington, Tony Roberts, Christopher Walken, Colleen Dewhurst, Paul Simon, Janet Margolin, Woody Allen, Carol Kane, Diane Keaton, Shelley Duvall",Woody Allen,"['Woody Allen', 'Marshall Brickman']",Le comédien de New York Alvy Singer tombe amoureux de la petite Annie Hall.
tt0075784,A Bridge Too Far,1977,"History, Drama, War",175,Un pont trop loin,7.4,63301,"Operation Market Garden, September 1944. The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg,"US, GB","Marlies van Alcmaer, Hans von Borsody, Erik van t Wout, Sean Connery, Laurence Olivier, Wolfgang Preiss, Siem Vroom, Michael Caine, Ryan ONeal, Josephine Peeper",Richard Attenborough,"['William Goldman', 'Cornelius Ryan']","Opération Market Garden, septembre 1944. Les Alliés tentent de capturer plusieurs ponts d'importance stratégique aux Pays-Bas dans l'espoir de briser les lignes allemandes."
tt0075793,C'eravamo tanto amati,1974,"Drama, Comedy",124,Nous nous sommes tant aimés!,8.0,7746,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,IT,"Aldo Fabrizi, Marcello Mastroianni, Federico Fellini, Vittorio Gassman, Giovanna Ralli, Stefania Sandrelli, Nello Meniconi, Stefano Satta Flores, Mike Bongiorno, Nino Manfredi",Ettore Scola,"['Agenore Incrocci', 'Ettore Scola', 'Furio Scarpelli']","Trois partisans liés par une forte amitié rentrent chez eux après la guerre, mais l'affrontement avec la réalité quotidienne met à rude épreuve leurs liens."
tt0075824,Cet obscur objet du désir,1977,"Drama, Romance, Comedy",103,Cet obscur objet du désir,7.8,25401,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",/9iUdC4dftkjYSBUJq5DAxC6WqB9.jpg,"ES, FR","Valerie Blanco, André Weber, Auguste Carrière, Carole Bouquet, María Asquerino, Ángela Molina, Fernando Rey, Milena Vukotic, Ellen Bahl, Julien Bertheau",Luis Buñuel,"['Luis Buñuel', 'Jean-Claude Carrière', 'Pierre Louÿs']","Après avoir jeté un seau d'eau sur une belle jeune femme de la fenêtre d'une voiture de train, riche Français Mathieu, régale ses passagers avec l'histoire de la relation dysfonctionnelle entre lui-même et la jeune femme en question, une danseuse flamenca de 19 ans, nommée Conchita. Ce qui suit est un conte de cruauté, de dépravation et de mensonges -- les pierres angulaires de l'amour."
tt0075860,Close Encounters of the Third Kind,1977,"Sci-Fi, Drama",138,Rencontres du troisième type,7.6,222286,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",/4zfedS25uMAhgm6YQhc9bhKHbLl.jpg,US,"Teri Garr, J. Patrick McNamara, Cary Guffey, François Truffaut, Roberts Blossom, Philip Dodds, Richard Dreyfuss, Warren J. Kemmerling, Melinda Dillon, Bob Balaban",Steven Spielberg,['Steven Spielberg'],"Après une rencontre avec des ovnis, un homme de lignes d'électricité se sent indéniablement attiré vers une zone isolée dans la nature sauvage où quelque chose de spectaculaire est sur le point de se produire."
tt0075902,Czlowiek z marmuru,1977,Drama,160,L'homme de marbre,7.7,4918,"A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.",/v0Mf7ZoPiStDIsZzxdcnCDuIGnf.jpg,PL,"Michal Tarkowski, Magda Teresa Wójcik, Jacek Lomnicki, Tadeusz Lomnicki, Piotr Cieslak, Boguslaw Sobczuk, Wieslaw Wójcik, Krystyna Zachwatowicz, Krystyna Janda, Jerzy Radziwilowicz",Andrzej Wajda,['Aleksander Scibor-Rylski'],"Un jeune cinéaste polonais s'apprête à découvrir ce qui est arrivé à Mateusz Birkut, un maçon qui est devenu un héros de propagande dans les années 1950, mais qui est tombé par la suite hors de faveur et a disparu."
tt0075932,La dentellière,1977,"Romance, Drama",107,La dentellière,7.4,3085,"Pomme is a meek and mild French beautician whose life takes a fateful turn during a vacation to Normandy. She becomes the lover of middle-class literature-student François. The relationship sours when François takes her home to meet his parents, thanks in no small part to their differing social backgrounds.",/joTxF81WFwE0jU0hWOlbEjWW6iR.jpg,"DE, FR, CH","Christian Peythieu, Renate Schroeter, Jean Obé, Yves Beneyton, Monique Chaumette, Isabelle Huppert, Florence Giorgetti, Annemarie Düringer, Michel de Ré, Christian Baltauss",Claude Goretta,"['Claude Goretta', 'Pascal Lainé']","Pomme est un doux et doux esthéticien français dont la vie prend un tour fatidique pendant des vacances en Normandie. Elle devient l'amante de François, étudiant de lettres de classe moyenne. La relation éclate quand François la ramène chez elle pour rencontrer ses parents, grâce en grande partie à leurs origines sociales différentes."
tt0075936,Desperate Living,1977,"Fantasy, Comedy, Crime",90,Desperate Living,7.0,6076,"A rich housewife enlists her maid's help to murder her husband; they go on the lam and end up in Mortville, a homeless community built into a garbage dump.",/56UV1CUck2CaaJgJbtVoPRHi3ji.jpg,US,"Karen Gerwig, Mink Stole, Jean Hill, Susan Lowe, Liz Renay, Brook Yeaton, Al Strapelli, Jay Allan, Mary Vivian Pearce, Edith Massey",John Waters,['John Waters'],"Une riche femme au foyer fait appel à l'aide de sa servante pour assassiner son mari; ils vont sur le lam et finissent à Mortville, une communauté sans abri construite dans une décharge."
tt0075938,Le diable probablement,1977,Drama,95,Le diable probablement,7.1,4975,"A group of disillusioned young Parisians look for satisfaction in political activism, religion, romance, music, and drugs.",/8y00J2rVtxHntKMukkkzsYKQORe.jpg,FR,"Tina Irissari, Vincent Cottrel, Henri de Maublanc, Nicolas Deguy, Geoffroy Gaussen, Laetitia Carcano, Régis Hanrion, Antoine Monnier, Roger Honorat, Laurence Delannoy",Robert Bresson,['Robert Bresson'],"Un groupe de jeunes parisiens désillusionnés recherchent la satisfaction dans l'activisme politique, la religion, la romance, la musique et la drogue."
